texto,codigo_ciuo_1d
"OCUPACIÓN: TABLAS DE PICAR CARNE  MASETEROS DE MADERAS Y POSILLOS PARA LOS UTENCILIOS DE COCINAS  REVISTEROS,ZAPATEROS  Y LOS VENDES LOS BOOLEVAR O FERIAS LIBRES; TAREA: VENDES Y ADMINISTRAS TUS ARTESANIAS",7
"OCUPACIÓN: RECOLECTOR Y VENDEDOR DE LEÑA; TAREA: RECOLECTAR MADERA, TROZAR LA, ORDENARLA, VENDERLA, CONTACTAR CLIENTES, LLEVARLA A DOMICILIOS.",9
OCUPACIÓN: PARTIR LEÑA Y ARRUMAR; TAREA: PARTIR LEÑA Y ARRUMARLA,9
"OCUPACIÓN: MONTADOR DE PUESTOS EN FERIAS; TAREA: ARMAR PUESTOS, VER BODEGAS, TRASLADAR MERCADERÍA, ATENDER PÚBLICO",9
"OCUPACIÓN: VENDEDORA EN FERIA LIBRE ARTÍCULOS MENORES; TAREA: ARMAR LE PUESTO, ATENDER A LA GENTE, COMPRAR INSUMOS AL POR MAYOR",9
"OCUPACIÓN: VENTA ROPA USADA; TAREA: COMPRA DE ROPA USADA



VENTA DE ROPA USADA",5
"OCUPACIÓN: MECÁNICO; TAREA: DIAGNOSTICO, REPARACIÓN MOTOR, MANTENIMIENTO, ASESORAR CLIENTES Y PARTE ADMINISTRATIVA",7
"OCUPACIÓN: SIEMBRA Y COSECHA DE HORTALIZAS Y FRUTOS,   PARA LA ELABORACIÓN DE MERMELADAS Y GASTRONOMÍA; TAREA: SIEMBRA Y COSECHA DE HORTALIZAS Y FRUTOS, ELABORACIÓN DE MERMELADAS Y GASTRONOMÍA, COMPRAR MATERIAS PRIMAS E INSUMOS, PROMOCIÓN, TRASLADO Y VENTA DE SUS PRODUCTOS.",7
OCUPACIÓN: HORTALICERO/PRODUCTOR Y VENDEDOR DE HORTALIZAS; TAREA: VENDER HORTALIZAS AL POR MENOR,6
OCUPACIÓN: MANIPULADORA DE ALIMENTOS CHEF; TAREA: COMPRAR INSUMOS ELABORAR Y VENDER TORTAS,3
"OCUPACIÓN: DUEÑA DE RESTAURANTE; TAREA: COCINAR, ATENCIÓN DE CLIENTES",5
"OCUPACIÓN: VENTA AMBULANTE DE ENSALADAS ENVASADAS COCIDAS Y CRUDAS EN FERIAS LIBRES.; TAREA: PREPARAR ENSALADAS ENVASADAS COCIDAS Y CRUDAS, PARA REALIZAR LA VENTA EN FERIAS LIBRES.",9
OCUPACIÓN: COMERCIANTE; TAREA: COMPRA Y VENTA DE PRODUCTOS,5
OCUPACIÓN: PESCADOR; TAREA: VENTA DE PESCADO Y MARISCOS,6
OCUPACIÓN: CRIANZA DE GALLINAS; TAREA: CRIANZA DE GALLINAS Y CUIDADO DE ESTAS,6
OCUPACIÓN: OJALATERO; TAREA: OJALATERO,7
OCUPACIÓN: ASISTENTE DE BUZO; TAREA: PREPARA LOS EQUIPOS PARA QUE BAJEN LOS BUZOS A MARISCAR,9
"OCUPACIÓN: ASERREO DE MADERA MEDIANTE BANCO ASERRADERO.; TAREA: COMPRA DE INSUMOS, MANTENCIÓN DE BANCO ASERRADERO, CONTACTAR CLIENTES, TRASLADARSE DONDE CLIENTES, OPERAR BANCO ASERRADERO PARA ASERREO DE MADERA A CLIENTES.",8
"OCUPACIÓN: AGRICULTOR; TAREA: SEMBRAR, COSECHAR Y VENDER TRIGO, MAÍZ Y LENTEJAS",6
"OCUPACIÓN: MAESTRO SOLDADOR; TAREA: COTIZACIONES, COMPRA DE INSUMOS, MANO DE OBRA, PARTE ADMINISTRATIVA",7
"OCUPACIÓN: PICADOR DE LEÑA; TAREA: CONTACTAR CLIENTES, ACUDIR AL DOMICILIO PARTICULAR DE LOS CLIENTES, PICAR LEÑA, ORDENAR LEÑA, COBRAR POR EL SERVICIO OFRECIDO",9
"OCUPACIÓN: CULTIVO DE TOMATES; TAREA: CULTIVAR TOMATES U HORTALIZAS, SEMBRAR, LIMPIAR TERRENOS",6
"OCUPACIÓN: ESTILISTA PROFESIONAL; TAREA: CONTACTAR CLIENTES, COMPRAR INSUMOS, REALIZAR SERVICIOS DE PELUQUERÍA, COBRAR POR EL SERVICIO REALIZADO",5
"OCUPACIÓN: AGRICULTOR; TAREA: PODAR, FERTILIZAR, COSECHAR Y VENDER LA UVA",6
"OCUPACIÓN: MAZOTERAPEUTA; TAREA: MASAJES, CONTACTA CLIENTES,",3
"OCUPACIÓN: MANIPULADORA DE ALIMENTOS; TAREA: COMPRAR MATERIALES, ELABORAR Y VENDER COMIDA RÁPIDA",9
OCUPACIÓN: DUEÑO DE LA EMPRESA; TAREA: MOVIMIENTO DE TIERRA.,8
"OCUPACIÓN: ADMINISTRADOR DE CABAÑAS PARA HOSPEDAJE EN EL ÁREA DE TURISMO; TAREA: PROMOCIÓN EN LÍNEA A TRAVÉS DE REDES SOCIALES, ADMINISTRAR LAS RESERVAS, RECEPCIÓN DE HUÉSPEDES Y MANTENÍAN DEL LUGAR",5
"OCUPACIÓN: VENTA PRESENCIAL DE ZAPATILLA Y ROPA EN FERIA ORDENAR MATERIAL, CLASIFICACIÓN POR TALLAS, COLORES, ORDENAR PASTO, INSTALAR PUESTO, COMPRA DE MERCADERÍA.; TAREA: ORDENAR MATERIAL, CLASIFICACIÓN POR TALLAS, COLORES, ORDENAR PASTO, INSTALAR PUESTO, COMPRA DE MERCADERÍA.",5
"OCUPACIÓN: MAESTRO EN MANUTENCIÓN DE CAMPOS; TAREA: ARREGLAR CERCOS, HACER ZANJAS, DESMALEZAR.",9
"OCUPACIÓN: COCINERO DE COMIDA RÁPIDA EN FORD TRUCK; TAREA: COCINAR, COMPRAR INSUMOS, CONTABILIDAD Y ADMINISTRACIÓN DEL NEGOCIO",9
OCUPACIÓN: CORTADOR DE PASTO EN DOMICILIOS; TAREA: CORTAR PASTO,9
"OCUPACIÓN: COMERCIANTE DE HUAIPE; TAREA: DESILACHAR EL HUAIPE, EMBOLSAR POR KILO, Y LUEGO IR A VENDERLO A UN PARTICULAR QUE LLS COMPRA PARA LUEGO EL DISTRIBUIR A FERRETERIAS, ALMACENES, ETC.",9
"OCUPACIÓN: PROYECTA, CREA, EJECUTA TODO LO RELACIONADO AL RUBRO DE PUBLICIDAD Y DISEÑO GRAFICO; TAREA: TODAS",2
"OCUPACIÓN: ELABORACIÓN DE PIZZAS A LA PIEDRA; TAREA: COMPRA DE INSUMOS, ELABORACIÓN Y VENTA DE PIZZAS",9
OCUPACIÓN: SEMBRAR Y COSECHAR; TAREA: SIEMBRA Y VENTA DE PRODUCTOS,6
OCUPACIÓN: PELUQUERÍA; TAREA: PELUQUERÍA,5
OCUPACIÓN: ADMINISTRADOR DE SU PROPIA EMPRESA; TAREA: VENDE Y ARRIENDA DISFRAZ,5
OCUPACIÓN: VENDEDOR; TAREA: VENTA AMBULANTE,9
"OCUPACIÓN: COMERCIANTE DE MERCADO PARTICULAR; TAREA: ATENCIÓN DE PÚBLICO, COMPRAS Y VENTAS DE MERCADERÍAS, LLEVAR REGISTRO DE LA CONTABILIDAD BÁSICA",5
OCUPACIÓN: COMPRA UN BARCO LO DESARMA Y LUEGO VENDE EL BARCO O LOCOMOTORAS; TAREA: COMPRA BARCOS ENDEUSO LAS ARREGLAS Y LUGO LAS VENDE,7
"OCUPACIÓN: COMERCIANTE DE INSUMOS AGRÍCOLAS PARA DISTRIBUIDORES MENORES; TAREA: COMPRA INSUMOS , LOS RECEPCIONA, Y REALIZA LAS MEZCLAS Y ENVASADO PARA ENTREGAR A CLIENTES.",3
"OCUPACIÓN: MANICURISTA; TAREA: ESMALTADO PERMANENTEMENTE, COMPRA DE INSUMOS, CONTACTO DE CLIENTES",5
"OCUPACIÓN: COMERCIANTE; TAREA: COMPRA DE INSUMOS, ATENCIÓN CLIENTES, ELABORACIÓN DEL PAN Y VENTA DE ABARROTES Y PROVISIONES",7
"OCUPACIÓN: LLEVAR LA CONTADURÍA Y OPERACIONES PERIÓDICAS DE SUS CLIENTES.; TAREA: COMPRAR INSUMOS, CONTACTAR CLIENTES, TENER REUNIONES TELEMÁTICAS PERIÓDICAS CON CLIENTES, LLEVAR LA CONTADURÍA Y OPERACIONES DE SUS CLIENTES JUNTO A TRÁMITES LEGALES Y ADMINISTRATIVOS DE ESTOS.",2
"OCUPACIÓN: TRANSPORTADOR DE FRUTA EN CAMIÓN; TAREA: RECOLECTAR FRUTA, TRANSPORTAR FRUTA, ENTREGAR PRODUCTOS.",8
"OCUPACIÓN: AGRICULTOR; TAREA: CULTIVAR, PRODUCIR Y VENDER CULTIVOS Y UVA.",6
OCUPACIÓN: VENTAS; TAREA: VENTA Y COMPRA DE ROPA Y ARTÍCULOS DE ASEO,5
OCUPACIÓN: TÉCNICO DE EVENTOS CON CONTENIDO AUDIOVISUAL; TAREA: DESARROLLAR CONTENIDO AUDIOVISUAL,3
"OCUPACIÓN: HOTELERO; TAREA: LIMPIEZA, CONTACTO, MANTENIMIENTO, ADMINISTRACION",5
OCUPACIÓN: DISEÑADORA E IMPRESA; TAREA: IMPRESIÓN DE PRODUCTOS,7
OCUPACIÓN: DISEÑO Y FABRICACIÓN DE MUEBLES ESPECIALES; TAREA: DISEÑO Y FABRICACIÓN DE MUEBLES ESPECIALES. PROMOCIÓN DE PRODUCTOS POR REDES SOCIALES,7
OCUPACIÓN: ESTA DE GAS LICUADO; TAREA: ADMINISTRA Y VENDE,5
"OCUPACIÓN: MECÁNICO AUTOMOTRIZ; TAREA: MECÁNICA GENERAL: MOTORES, TREN DELANTERO, CAMBIO DE PASTILLA, AFINAMIENTO, SACAR CAMBIAR PISTONES, RECTIFICADOR CULATA, ENTRE OTRAS. COMPRA DE INSUMOS Y CONTACTO DE CLIENTES.",7
OCUPACIÓN: COMERCIANTE; TAREA: COMPRA Y VENDE ROPA NUEVA EN FERIAS ROTATIVAS,5
"OCUPACIÓN: MODISTA; TAREA: CONTACTAR CLIENTES, DISEÑAR VESTUARIO, EJECUTAR DISEÑOS, ENTREGAR PEDIDOS",7
"OCUPACIÓN: CERRAJERO; TAREA: CONTACTA CLIENTES, COMPRA MATERIALES",7
"OCUPACIÓN: CONTADORA; TAREA: ASESORA CLIENTE, PAGA IMPUESTOS, CALCULA RENTA",3
OCUPACIÓN: CONTRUCCIONES DE CASAS; TAREA: CONTRUCCIONES DE CASAS,7
"OCUPACIÓN: TRABAJADORA AGRÍCOLA EN; TAREA: LIMPIAR TERRENO, COSECHAR TOMATES",9
OCUPACIÓN: LABORES DE REPOSTERÍA; TAREA: ELABORACIÓN Y VENTA DE PASTELERÍA,7
OCUPACIÓN: VENTA DE JOYAS; TAREA: COMPRAR Y VENDER JOYAS DE PLATA,5
"OCUPACIÓN: VENDEDORA AMBULANTE; TAREA: COMPRAR MERCADERÍA, VENDER EN LA VÍA PÚBLICA",9
"OCUPACIÓN: COSTURERA; TAREA: TOMAR PEDIDOS, REALIZAR COSTURAS",7
"OCUPACIÓN: PEQUEÑO PRODUCTOR DE LEÑA DE METRO; TAREA: COMPRAR INSUMOS, TROZAR LA LEÑA Y SECARLA, CONTACTAR CLIENTES, ORDENAR Y ENSACAR LA LEÑA, CARGAR Y TRANSPORTAR LA LEÑA PARA VENDERLA.",6
OCUPACIÓN: CARPINTERÍA Y OTROS; TAREA: TRABAJO EN CONSTRUCCIÓN,7
OCUPACIÓN: TRABAJOS DE CONTABILIDAD; TAREA: TRABAJOS DE CONTABILIDAD,2
OCUPACIÓN: AGROPECURIO DE CABRAS Y OLIVO; TAREA: AGROPECUARIO DE CABRAS Y OLIVO,6
OCUPACIÓN: ELABORACIÓN Y VENTA DE LEÑA; TAREA: CORTAR Y VENDER LEÑA,6
"OCUPACIÓN: DISEÑADORA Y CONFECCIÓN DE TEJIDOS DE LANA; TAREA: CONFECCIONAR, DIBUJAR, UNIR, TEJER DIFERENTES DISEÑOS DE ROPA",7
OCUPACIÓN: CONFECCIÓN DE ALMOHADAS; TAREA: CONFECCIÓN DE ALMOHADAS Y OTROS PARA SU POSTERIOR VENTA EN FERIAS ITINERANTES,7
OCUPACIÓN: VENDEDOR DE BOVINOS; TAREA: CRÍA Y VENDE BOVINOS,6
OCUPACIÓN: MOTOSERRISTA; TAREA: CORTA LEÑA,6
OCUPACIÓN: REPARTIDOR Y COMPRA DE INSUMOS COMO ARTÍCULOS DE HIGIENE Y LIMPIEZA; TAREA: REPARTO A DOMICILIO Y COMPRA DE INSUMOS,9
"OCUPACIÓN: TERAPEUTA EN BIOMAGNETISMO; TAREA: REALIZAR SECCIONES PARTICULARES, DONDE UTILIZA IMANES DE ALTA POTENCIA PARA ELIMINAR ENFERMEDADES FÍSICAS O EMOCIONALES",5
"OCUPACIÓN: CRIANCERO DE CABRAS Y  PESCADOR ARTESANAL.; TAREA: PRODUCE QUESOS DE CABRAS ALGUNOS MESES Y LOS VENDE, ALGUNOS MESES DEL AÑO SALE A PESCAR Y MARISCAR JAIVAS Y VENDE EN BANDEJAS.",7
"OCUPACIÓN: REPARAR VIVIENDAS.; TAREA: COMPRAR INSUMOS, MANTENER HERRAMIENTAS, CONTACTAR CLIENTES, TRASLADARSE A DOMICILIO DE CLIENTES, REPARAR VIVIENDAS.",7
OCUPACIÓN: ENCARGADA DE FERRETERÍA; TAREA: ENCARGADA DE FERRETERÍA,1
"OCUPACIÓN: REPARACIÓN, AMPLIACIÓN Y CONSTRUCCIÓN DE VIVIVENDA; TAREA: REPARACIÓN, AMPLIACIÓN Y CONSTRUCCIÓN DE VIVIENDAS.",7
OCUPACIÓN: EVALUACIONES TÉCNICAS DE PRODUCTOS DESINFECTANTES; TAREA: EVALUACIONES TÉCNICAS DE PRODUCTOS DESINFECTANTES,7
OCUPACIÓN: PRESTA SERVICIOS DE TRANSPORTE A EMPRESA; TAREA: CONDUCTOR Y DUEÑO DE PYME,8
"OCUPACIÓN: CONFECCIÓNADORA DE VESTUARIO.; TAREA: COMPRAR TELA, CONFECCIONAR VESTUARIO PARA LUEGO VENDER.",7
"OCUPACIÓN: COMPRA GENERÓ CONFECCIÓN A, MEDIDA DE ACUERDO A LA CASA; TAREA: COMPRA CONFECCIÓN Y CONTACTO DE LOS CLIENTES",7
"OCUPACIÓN: BARBERO; TAREA: PEDIR INDICACIÓN DE QUE TIPO DE CORTE QUIEREN LOS CLIENTES, REALIZAR CORTE CON SUS HERRAMIENTAS",5
"OCUPACIÓN: COMERCIANTE DE VENTA ROPA USADA EN FERIAS LIBRES COMO COLERA; TAREA: RECOLECTAR ROPA ENTRE AMIGOS O FAMILIARES, ORDENAR, INSTALAR SU PUESTO EN LA CALLE Y VENDER",9
OCUPACIÓN: COMPRA Y VENDE PRODUCTOS CONFITERÍA; TAREA: VENDE EN TERRENO A NEGOCIOS,3
"OCUPACIÓN: MONITORA DE REFORZAMIENTO ESCOLAR; TAREA: AGENDAR HORA CON APODERADOS, IR AL DOMICILIO DEL ESTUDIANTE, AYUDAR CON TAREAS Y REFORZAMIENTO DE ASIGNATURAS",2
"OCUPACIÓN: ANIMADOR DE EVENTOS, ATENCION A PUBLICO Y CLIENTES; TAREA: ANIMAR EVENTOS, REVISAR AUDIOS DE MÚSICA Y AMPLIFICADORES, RECIBE DINERO, ORGANIZA LOS TIEMPOS DEL EVENTO.",2
"OCUPACIÓN: ADMINISTRADORA DE SU PROPIO EMPRENDIMIENTO; TAREA: COMPRAR INSUMOS, LOGISTICA GENERAL EN COMPRA DE ROPA Y PLANTAS.",9
OCUPACIÓN: VENDEDOR DE FLETES PARA CARGAS DE EXPORTACION; TAREA: LLAMAR A CLIENTES A EMPRESAS Y OFRECER FLETES DE  TRANSPONSPORTE DE CARGA EJEMPLO FRUTAS,8
OCUPACIÓN: MERCADO; TAREA: MERCADO,999
"OCUPACIÓN: CONTADOR AUDITOR; TAREA: REALIZA DECLARACIÓN DE RENTA, CONTABILIDAD DE EMPRESAS, PATENTES MUNICIPALES, ETC",2
OCUPACIÓN: ADMINISTRACIÓN; TAREA: REVISAR Y COORDINAR EL MOVIMIENTO DE VEHÍCULOS CAMIONES,4
OCUPACIÓN: COMPRAR  FABRICAR ARTICULOS DE COTILLON; TAREA: COMPRAR  FABRICAR ARTÍCULO DE COTILLON,7
"OCUPACIÓN: ELECTRICISTA; TAREA: INSTALACIONES ELÉCTRICAS COMPLETAS DE VIVIENDA EMPALME EN CAMPOS Y SECTORES RURALES Y URBANOS. COMPRA DE INSUMOS, CONTACTO DE CLIENTES.",7
"OCUPACIÓN: PRODUCTOR DE LEÑA DE METRO; TAREA: CORTAR, TRANSPORTAR, TROZAR, ORDENAR Y VENDER",6
OCUPACIÓN: ORFEBRE; TAREA: DUEÑA Y ADMINISTRADORA DE LOCAL DE ARTESANÍAS,7
OCUPACIÓN: MECÁNICO DE NAUTICOS; TAREA: REPARACIÓN Y MANUTENCIÓN NAUTICOS,7
OCUPACIÓN: CULTIVOS DE VERDURAS; TAREA: VENTA Y CULTIVOS DE VERDURAS,6
OCUPACIÓN: VENDEDORA AMBULANTE; TAREA: VENTA DE PRODUCTOS EN FERIA.,9
OCUPACIÓN: COMERCIANTE  DE ARTÍCULOS DE ASEO; TAREA: VENDER ARTÍCULOS DE ASEO,5
OCUPACIÓN: VENTA DE COMIDAS; TAREA: PREPARA Y VENTA DE ALMUERZOS,5
OCUPACIÓN: VENDER EN LA FERIA.; TAREA: RECOLECTAR ROPA Y CACHUREOS  Y VENDER EN LA FERIA. DEJAR LIMPIO Y ORDENAR A LOS COLEROS.,9
OCUPACIÓN: VENDEDORA AMBULANTE; TAREA: COMPRA Y VENTA DE PRODUCTOS DE TEMPORADA,9
OCUPACIÓN: ASESOR DE VENTA DE TECNOLOGÍA AUDIOVISUALES; TAREA: ASESOR DE VENTA DE TECNOLOGÍA AUDIOVISUALES. BUSCAR CLIENTES,5
"OCUPACIÓN: ADMINISTRADORA DE LAVANDERÍA; TAREA: RECIBE Y REVISA LA CARGA, REALIZA SECADO, DOBLADO Y EMBALADO DE COBERTORES, PLUMONES, Y FRAZADAS",8
"OCUPACIÓN: SIEMBRA, MANTENCIÓN Y COSECHA DE HORTALIZAS Y FRUTOS; TAREA: COMPRAR INSUMOS, SEMBRAR, MANTENER Y COSECHAR HORTALIZAS Y FRUTOS, CONTACTAR CON CLIENTE, VENDER LAS HORTALIZAS Y FRUTOS",6
"OCUPACIÓN: ADMINISTRA, COMPRA INSUMOS, VENDE, GARZÓN.; TAREA: ADMINISTRA",5
"OCUPACIÓN: VENDEDOR DE INSUMOS A LA EMPRESA QUE PRESTA SERVICIOS A LA MINERÍA; TAREA: ADMINISTRA, VENTA, CONTABILIDAD",3
OCUPACIÓN: CALIGRAFO Y LETRISTA; TAREA: CALIGRAFÍA Y VENTA,7
OCUPACIÓN: VENDEDORA EN FERRETERÍA DE MATERIALES DE CONSTRUCCIÓN; TAREA: COMPRA Y VENTA DE PRODUCTOS,5
"OCUPACIÓN: CONSTRUCCIÓN E INSTALACIÓNES ELECTRICAS; TAREA: COTIZAR, COMPRAR Y REALIZAR TRABAJOS EN CONSTRUCCIÓN E INSTALACIÓN ELÉCTRICA.",7
"OCUPACIÓN: RESTAURADORA DE MUEBLES; TAREA: CONTACTO CLIENTES, COMPRAS DE INSUMOS, REPARACIÓN",7
OCUPACIÓN: VENTA DE CUARZO; TAREA: SACAR CUARZO DE LA MINA ENVASA EN SACOS Y VENDE,8
"OCUPACIÓN: MAESTRO EN CONSTRUCCIÓN Y REPARACIÓN DE VIVIENDAS; TAREA: ATENCIÓN DE CLIENTES REPARAR, PEGAR CERÁMICAS, CONSTRUCCIÓNES VARIOS EN MADERA.",7
"OCUPACIÓN: CHÓFER DE COLECTIVO; TAREA: TRANSPORTA PERSONAS COMUNA COQBO Y LA SERENA, EN UN COLECTIVO QUE ARRIENDA O TIENE A CARGO.",8
"OCUPACIÓN: PASTELERÍA Y PANADERÍA; TAREA: ELABORACIÓN DE PRODUCTOS, PESAR HARINA, HACER LOS PEDIDOS, COCCIÓN, DECORACIÓN, PESAJE, COMPRA DE INSUMOS Y VENTA DE PRODUCTOS.",7
"OCUPACIÓN: ESTUCO, PONER LADRILLO; TAREA: ESTUCO, HACER MEZCLA, PONER LADRILLOS, ALBAÑILERÍA EN GENERAL",7
"OCUPACIÓN: ARTESANO TEXTIL; TAREA: DISEÑO DE PRODUCTOS, TÉCNICAS DE SERIGRAFÍA, CARPINTERÍA, DIBUJANTE, ELABORACIÓN PRODUCTOS CULTURALES, ASESORAR A LAS PERSONAS CON LA IDENTIDAD LATINOAMERICANA, ASESORAR CLIENTES, COTIZACIONES",7
"OCUPACIÓN: LIMPIEZA AUTOMOTRIZ; TAREA: LIMPIAR  Y LAVAR EL MOTOR, INTERIOR EXTERIOR DE LOS AUTOS Y TAPICES, ALFOMBRA",9
"OCUPACIÓN: MAESTRO CARPINTERO; TAREA: CONTACTAR CLIENTES, COMPRAR INSUMOS, ACUDIR A LA DIRECCIÓN DE LA CASA PARTICULAR DEL CLIENTE, CONTRATAR 1 O 2 MAESTROS CARPINTEROS, REALIZAR CONSTRUCCIÓN Y REPARACIÓN, COBRAR POR EL SERVICIO REALIZADO, OTORGAR REMUNERACIONES.",7
OCUPACIÓN: SOSTENEDOR DUEÑA DEL JARDÍN; TAREA: ADMINISTRAR SALA CUNA,1
"OCUPACIÓN: MECÁNICO AUTOMOTRIZ; TAREA: BUSCA CLIENTES O LLEGAN PARA ATENCIÓN, HACE PRESUPUESTOS Y REALIZA ENTREGA",7
OCUPACIÓN: TERAPEUTA NATURAL.; TAREA: REALIZA TERAPIA CON FLORES DE BACH E INCIENSOS.,5
"OCUPACIÓN: SUPLEMENTERO; TAREA: VENTA DE DIARIOS, CONFITES Y CIGARRILLOS",9
"OCUPACIÓN: GASFITERO; TAREA: ENTREGA PRESUPUESTOS, CLIENTE COMPRA REPUESTOS Y ASISTE A DOMICILIO",7
OCUPACIÓN: COMPRAR Y VENDER; TAREA: VENTA Y ATENCIÓN A PUBLICO,9
OCUPACIÓN: PESCA; TAREA: PESCA,6
"OCUPACIÓN: VENDEDOR AMBULANTE; TAREA: COMPRAR, CORTAR, ORDENAR, VENDER PESCADO",9
"OCUPACIÓN: OBTENER TODO TIPO DE CHATARRAS, EJ. LAVADORAS COCINAS ETC Y VENDERLAS POR CHATARRAS; TAREA: VENTA DE CHATARRAS",9
"OCUPACIÓN: MAESTRO SOLDADOR; TAREA: PRESUPUESTO, MANO DE OBRA Y ENTREGA DE TRABAJOS",7
OCUPACIÓN: COMERCIANTE AMBULANTE EN VENTA DE ROPA Y CALZADO; TAREA: COMPRAR Y VENDER ROPA Y CALZADOS,9
"OCUPACIÓN: AGRICULTOR; TAREA: CULTIVAR FRAMBUESAS, COSECHAR Y VENDER",6
OCUPACIÓN: VENDER PRODUCTOS; TAREA: VENDER,5
OCUPACIÓN: ASESOR CONTABLE; TAREA: ASESORAR CONTABILIDAD DE EMPRESAS,3
OCUPACIÓN: CUIDADO DE GALLINAS Y VENTA DE LOS HUEVOS; TAREA: CRIANZA DE GALLINAS Y VENTA,6
"OCUPACIÓN: COCINERA; TAREA: ELABORACIÓN DE COMIDA  RÁPIDAS COMPLETOS, PICHANGA, PIZZA, PAPITAS FRITAS, CAFÉ, SÁNDWICH, COMPRA DE INSUMOS, ATENCIÓN PÚBLICO",9
"OCUPACIÓN: ADMINISTRADOR; TAREA: ADMINISTRAR, DISTRIBUIR, COORDINAR, EJECUTAR LAS LABORES DEL PREDIO",1
OCUPACIÓN: COMERCIANTE AMBULANTE.; TAREA: VENDER ROPA NUEVA,9
OCUPACIÓN: ADMINISTRACION Y VENTA DE ALIMENTOS; TAREA: ADMINISTRAR LOCAL DE VENTAS DE COMIDA,5
"OCUPACIÓN: AGRICULTOR; TAREA: CULTIVAR, PRODUCIR UVA Y CULTIVOS. VENDER UVA Y CULTIVOS.",6
OCUPACIÓN: DUEÑO DE CONSULTORA SERVICIOS AGRONOMOS; TAREA: ASESORÍAS EN PLANIFICACIÓN TERRITORIAL EN PARCELAS Y GANADERÍA,2
"OCUPACIÓN: SERVICIO DE RECEPCIÓN Y TRANSPORTE DE ENCOMIENDAS; TAREA: ATENCIÓN PÚBLICO, TRÁMITES DEPÓSITOS, APERTURA Y CIERRE CAJA,TRASLADO DE ENCOMIENDAS.",4
OCUPACIÓN: COMERCIANTE DE FUENTE DE SODA AL PASO; TAREA: ADMINISTRACIÓN DEL NEGOCIO COMPRA INSUMOS,1
"OCUPACIÓN: CUIDAR LLAMAS Y ALPACAS DURANTE EL DÍA; TAREA: PASTOREO DE ANIMALES EN LA MAÑANA EN EL CAMPO ABIERTO, ACOMPAÑAMIENTO DE LOS ANIMALES DURANTE LA TARDE AL CORRAL",6
OCUPACIÓN: ADMINISTRADOR DE SANWICHERIA Y COMIDA RÁPIDA; TAREA: ADMINISTRAR LOCAL SANWICHERIA Y COMIDA RÁPIDA,1
"OCUPACIÓN: DUEÑA DE TIENDA DE VESTUARIO; TAREA: ADMINISTRAR, CAPACITAR, CONTRATAR PERSONAL, Y VER LA COMPRA DE LA MERCADERÍA.",1
"OCUPACIÓN: ARTESANÍA EN VIDRIO, SOPLADOR; TAREA: COMPRA DE INSUMOS, FABRICACIÓN Y CONFECCIÓN DE ARTESANÍAS EN VIDRIO SOPLADO, VENTA Y PUBLICIDAD DE SUS ARTÍCULOS",7
OCUPACIÓN: DIRECTOR DE ARTE; TAREA: CREAR GRÁFICAS Y PUBLICARLAS EN REDES SOCIALES,2
OCUPACIÓN: JARDINERÍA PRINCIPALMENTE; TAREA: JARDINERÍA A DOMICILIO Y SI EL CLIENTE REQUIERE REPARACIÓN DE OTRO RUBRO LO HACE,6
OCUPACIÓN: VENDEDORA AMBULANTE DE BEBIDAS Y CHOCOLATE; TAREA: COMPRAR Y VENDER SUS PRODUCTOS,9
OCUPACIÓN: VINO ARTESANAL; TAREA: VENDE VINO SRTESANAL,7
OCUPACIÓN: DISEÑA Y HACE COSTURA; TAREA: DISEÑAR ROPA Y HACERLAS,7
OCUPACIÓN: VENDER ROPA; TAREA: RECOLECTAR ROPA QUE LE REGALAN Y LUEGO LA VENDE EN LA FERIA LIBRE.,5
OCUPACIÓN: DUEÑO DE LAVADO DE AUTOS; TAREA: ADMINISTRAR EL LAVADO DE AUTOS,9
"OCUPACIÓN: AGRICULTOR DE COLIFLOR, ACELGA, LECHUGA, AJÍ Y PIMENTÓN.; TAREA: COSECHAR Y VENDER COLIFLOR, ACELGA, LECHUGA, AJÍ Y PIMENTÓN.",6
"OCUPACIÓN: LITIGAR; TAREA: IR A TRIBUNALES, JUNTA CON CLIENTES, REDACTAR DEMANDAS, ESCRITOS, ETC",2
OCUPACIÓN: COMPRA EN SACO Y VENTA POR MENOR; TAREA: SEPARAR CONDIMENTOS Y VENTA EN LA FERIA,5
"OCUPACIÓN: DIMENSIÓN Y CORTE DE MADERA EN BANCO ASERRADERO; TAREA: CONTACTAR CLIENTES, CARGAR Y DESCARGAR BANCO Y HERRAMIENTAS EN SU VEHÍCULO, IR AL LUGAR DONDE ESTÉ CLIENTE, DIMENSIONAR Y CORTAR MADERA.",8
OCUPACIÓN: VENTA DE ARTÍCULOS DEL HOGAR; TAREA: FERIANTE,5
"OCUPACIÓN: COCECHA, ARMA SACOS DE PASAS.; TAREA: COCECHA, CUIDADO DE PARRAS, SECAR UVA PARA PASAS",7
OCUPACIÓN: COCECHA Y VENTA; TAREA: COCECHAR Y ARMAR SACOS,7
"OCUPACIÓN: ADMINISTRA Y COCECHA UVA; TAREA: COCECHA UVA, SE SECA EN MALLAS Y LUEGO SE RECOJE Y VENDE",7
"OCUPACIÓN: ASESOR DE RIEGO; TAREA: INSTALAR SISTEMA ELÉCTRICO, COMPRAR MATERIALES, COBRAR",6
